Place,Crime Category,Year,Amount,Population
Salamanca,    3.5.-Otros contra la libertad sexual,2016,6.0,335985.0
Salamanca,    3.5.-Otros contra la libertad sexual,2015,9.0,339395.0
Salamanca,    3.5.-Otros contra la libertad sexual,2014,12.0,342459.0
Salamanca,    3.5.-Otros contra la libertad sexual,2013,3.0,345548.0
Salamanca,    3.5.-Otros contra la libertad sexual,2012,3.0,350564.0
Salamanca,    3.5.-Otros contra la libertad sexual,2011,4.0,352986.0
Salamanca,    3.5.-Otros contra la libertad sexual,2010,7.0,353619.0
Salamanca,    4. RELACIONES FAMILIARES,2022,35.0,325898.0
Salamanca,    4. RELACIONES FAMILIARES,2021,28.0,327338.0
Salamanca,    4. RELACIONES FAMILIARES,2020,18.0,329245.0
Salamanca,    4. RELACIONES FAMILIARES,2019,29.0,330119.0
Salamanca,    4. RELACIONES FAMILIARES,2018,33.0,331473.0
Salamanca,    4. RELACIONES FAMILIARES,2017,23.0,333603.0
Salamanca,    4. RELACIONES FAMILIARES,2016,14.0,335985.0
Salamanca,    4. RELACIONES FAMILIARES,2015,24.0,339395.0
Salamanca,    4. RELACIONES FAMILIARES,2014,22.0,342459.0
Salamanca,    4. RELACIONES FAMILIARES,2013,17.0,345548.0
Salamanca,    4. RELACIONES FAMILIARES,2012,14.0,350564.0
Salamanca,    4. RELACIONES FAMILIARES,2011,25.0,352986.0
Salamanca,    4. RELACIONES FAMILIARES,2010,21.0,353619.0
Salamanca,    5. PATRIMONIO,2022,9338.0,325898.0
Salamanca,    5. PATRIMONIO,2021,7126.0,327338.0
Salamanca,    5. PATRIMONIO,2020,6082.0,329245.0
Salamanca,    5. PATRIMONIO,2019,7326.0,330119.0
Salamanca,    5. PATRIMONIO,2018,7602.0,331473.0
Salamanca,    5. PATRIMONIO,2017,7546.0,333603.0
Salamanca,    5. PATRIMONIO,2016,7777.0,335985.0
Salamanca,    5. PATRIMONIO,2015,7668.0,339395.0
Salamanca,    5. PATRIMONIO,2014,6146.0,342459.0
Salamanca,    5. PATRIMONIO,2013,6604.0,345548.0
Salamanca,    5. PATRIMONIO,2012,7054.0,350564.0
Salamanca,    5. PATRIMONIO,2011,6948.0,352986.0
Salamanca,    5. PATRIMONIO,2010,7893.0,353619.0
Salamanca,    5.1.-Hurtos,2022,2840.0,325898.0
Salamanca,    5.1.-Hurtos,2021,2303.0,327338.0
Salamanca,    5.1.-Hurtos,2020,1826.0,329245.0
Salamanca,    5.1.-Hurtos,2019,3263.0,330119.0
Salamanca,    5.1.-Hurtos,2018,3418.0,331473.0
Salamanca,    5.1.-Hurtos,2017,3577.0,333603.0
Salamanca,    5.1.-Hurtos,2016,4086.0,335985.0
Salamanca,    5.1.-Hurtos,2015,4046.0,339395.0
Salamanca,    5.1.-Hurtos,2014,3027.0,342459.0
Salamanca,    5.1.-Hurtos,2013,3629.0,345548.0
Salamanca,    5.1.-Hurtos,2012,3967.0,350564.0
Salamanca,    5.1.-Hurtos,2011,3777.0,352986.0
Salamanca,    5.1.-Hurtos,2010,4326.0,353619.0
Salamanca,    5.2.-Robos con fuerza en las cosas,2022,1138.0,325898.0
Salamanca,    5.2.-Robos con fuerza en las cosas,2021,879.0,327338.0
Salamanca,    5.2.-Robos con fuerza en las cosas,2020,776.0,329245.0
Salamanca,    5.2.-Robos con fuerza en las cosas,2019,923.0,330119.0
Salamanca,    5.2.-Robos con fuerza en las cosas,2018,940.0,331473.0
Salamanca,    5.2.-Robos con fuerza en las cosas,2017,1166.0,333603.0
Salamanca,    5.2.-Robos con fuerza en las cosas,2016,975.0,335985.0
Salamanca,    5.2.-Robos con fuerza en las cosas,2015,1085.0,339395.0
Salamanca,    5.2.-Robos con fuerza en las cosas,2014,1095.0,342459.0
Salamanca,    5.2.-Robos con fuerza en las cosas,2013,1112.0,345548.0
Salamanca,    5.2.-Robos con fuerza en las cosas,2012,1221.0,350564.0
Salamanca,    5.2.-Robos con fuerza en las cosas,2011,1271.0,352986.0
Salamanca,    5.2.-Robos con fuerza en las cosas,2010,1595.0,353619.0
Salamanca,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2022,281.0,325898.0
Salamanca,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2021,283.0,327338.0
Salamanca,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2020,307.0,329245.0
Salamanca,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2019,261.0,330119.0
Salamanca,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2018,217.0,331473.0
Salamanca,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2017,317.0,333603.0
Salamanca,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2016,301.0,335985.0
Salamanca,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2015,236.0,339395.0
Salamanca,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2014,199.0,342459.0
Salamanca,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2013,211.0,345548.0
Salamanca,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2012,213.0,350564.0
Salamanca,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2011,472.0,352986.0
Salamanca,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2010,531.0,353619.0
Salamanca,    5.2.2.-Robos con fuerza en viviendas,2022,430.0,325898.0
Salamanca,    5.2.2.-Robos con fuerza en viviendas,2021,265.0,327338.0
Salamanca,    5.2.2.-Robos con fuerza en viviendas,2020,221.0,329245.0
Salamanca,    5.2.2.-Robos con fuerza en viviendas,2019,361.0,330119.0
Salamanca,    5.2.2.-Robos con fuerza en viviendas,2018,359.0,331473.0
Salamanca,    5.2.2.-Robos con fuerza en viviendas,2017,402.0,333603.0
Salamanca,    5.2.2.-Robos con fuerza en viviendas,2016,252.0,335985.0
Salamanca,    5.2.2.-Robos con fuerza en viviendas,2015,354.0,339395.0
Salamanca,    5.2.2.-Robos con fuerza en viviendas,2014,390.0,342459.0
Salamanca,    5.2.2.-Robos con fuerza en viviendas,2013,306.0,345548.0
Salamanca,    5.2.2.-Robos con fuerza en viviendas,2012,332.0,350564.0
Salamanca,    5.2.2.-Robos con fuerza en viviendas,2011,193.0,352986.0
Salamanca,    5.2.2.-Robos con fuerza en viviendas,2010,276.0,353619.0
Salamanca,    5.2.3.-Robos con fuerza en establecimientos,2022,180.0,325898.0
Salamanca,    5.2.3.-Robos con fuerza en establecimientos,2021,130.0,327338.0
Salamanca,    5.2.3.-Robos con fuerza en establecimientos,2020,98.0,329245.0
Salamanca,    5.2.3.-Robos con fuerza en establecimientos,2019,112.0,330119.0
Salamanca,    5.2.3.-Robos con fuerza en establecimientos,2018,162.0,331473.0
Salamanca,    5.2.3.-Robos con fuerza en establecimientos,2017,223.0,333603.0
Salamanca,    5.2.3.-Robos con fuerza en establecimientos,2016,257.0,335985.0
Salamanca,    5.2.3.-Robos con fuerza en establecimientos,2015,251.0,339395.0
Salamanca,    5.2.3.-Robos con fuerza en establecimientos,2014,289.0,342459.0
Salamanca,    5.2.3.-Robos con fuerza en establecimientos,2013,254.0,345548.0
Salamanca,    5.2.3.-Robos con fuerza en establecimientos,2012,246.0,350564.0
Salamanca,    5.2.3.-Robos con fuerza en establecimientos,2011,219.0,352986.0
Salamanca,    5.2.3.-Robos con fuerza en establecimientos,2010,300.0,353619.0
Salamanca,    5.3.-Robos con violencia o intimidación,2022,95.0,325898.0
Salamanca,    5.3.-Robos con violencia o intimidación,2021,83.0,327338.0
Salamanca,    5.3.-Robos con violencia o intimidación,2020,87.0,329245.0
Salamanca,    5.3.-Robos con violencia o intimidación,2019,97.0,330119.0
Salamanca,    5.3.-Robos con violencia o intimidación,2018,145.0,331473.0
Salamanca,    5.3.-Robos con violencia o intimidación,2017,138.0,333603.0
Salamanca,    5.3.-Robos con violencia o intimidación,2016,153.0,335985.0
Salamanca,    5.3.-Robos con violencia o intimidación,2015,166.0,339395.0
Salamanca,    5.3.-Robos con violencia o intimidación,2014,156.0,342459.0
Salamanca,    5.3.-Robos con violencia o intimidación,2013,158.0,345548.0
Salamanca,    5.3.-Robos con violencia o intimidación,2012,157.0,350564.0
Salamanca,    5.3.-Robos con violencia o intimidación,2011,172.0,352986.0
Salamanca,    5.3.-Robos con violencia o intimidación,2010,175.0,353619.0
Salamanca,    5.3.1.-Robos con violencia en vía pública,2022,43.0,325898.0
Salamanca,    5.3.1.-Robos con violencia en vía pública,2021,41.0,327338.0
Salamanca,    5.3.1.-Robos con violencia en vía pública,2020,53.0,329245.0
Salamanca,    5.3.1.-Robos con violencia en vía pública,2019,58.0,330119.0
Salamanca,    5.3.1.-Robos con violencia en vía pública,2018,72.0,331473.0
Salamanca,    5.3.1.-Robos con violencia en vía pública,2017,89.0,333603.0
Salamanca,    5.3.1.-Robos con violencia en vía pública,2016,94.0,335985.0
Salamanca,    5.3.1.-Robos con violencia en vía pública,2015,115.0,339395.0
Salamanca,    5.3.1.-Robos con violencia en vía pública,2014,96.0,342459.0
Salamanca,    5.3.1.-Robos con violencia en vía pública,2013,104.0,345548.0
Salamanca,    5.3.1.-Robos con violencia en vía pública,2012,99.0,350564.0
Salamanca,    5.3.1.-Robos con violencia en vía pública,2011,111.0,352986.0
Salamanca,    5.3.1.-Robos con violencia en vía pública,2010,109.0,353619.0
Salamanca,    5.3.2.-Robos con violencia en viviendas,2022,14.0,325898.0
Salamanca,    5.3.2.-Robos con violencia en viviendas,2021,6.0,327338.0
Salamanca,    5.3.2.-Robos con violencia en viviendas,2020,10.0,329245.0
Salamanca,    5.3.2.-Robos con violencia en viviendas,2019,9.0,330119.0
Salamanca,    5.3.2.-Robos con violencia en viviendas,2018,27.0,331473.0
Salamanca,    5.3.2.-Robos con violencia en viviendas,2017,16.0,333603.0
Salamanca,    5.3.2.-Robos con violencia en viviendas,2016,19.0,335985.0
Salamanca,    5.3.2.-Robos con violencia en viviendas,2015,15.0,339395.0
Salamanca,    5.3.2.-Robos con violencia en viviendas,2014,19.0,342459.0
Salamanca,    5.3.2.-Robos con violencia en viviendas,2013,18.0,345548.0
Salamanca,    5.3.2.-Robos con violencia en viviendas,2012,19.0,350564.0
Salamanca,    5.3.2.-Robos con violencia en viviendas,2011,11.0,352986.0
Salamanca,    5.3.2.-Robos con violencia en viviendas,2010,22.0,353619.0
Salamanca,    5.3.3.-Robos con violencia en establecimientos,2022,25.0,325898.0
Salamanca,    5.3.3.-Robos con violencia en establecimientos,2021,30.0,327338.0
Salamanca,    5.3.3.-Robos con violencia en establecimientos,2020,18.0,329245.0
Salamanca,    5.3.3.-Robos con violencia en establecimientos,2019,21.0,330119.0
Salamanca,    5.3.3.-Robos con violencia en establecimientos,2018,28.0,331473.0
Salamanca,    5.3.3.-Robos con violencia en establecimientos,2017,21.0,333603.0
Salamanca,    5.3.3.-Robos con violencia en establecimientos,2016,24.0,335985.0
Salamanca,    5.3.3.-Robos con violencia en establecimientos,2015,20.0,339395.0
Salamanca,    5.3.3.-Robos con violencia en establecimientos,2014,23.0,342459.0
Salamanca,    5.3.3.-Robos con violencia en establecimientos,2013,18.0,345548.0
Salamanca,    5.3.3.-Robos con violencia en establecimientos,2012,21.0,350564.0
Salamanca,    5.3.3.-Robos con violencia en establecimientos,2011,35.0,352986.0
Salamanca,    5.3.3.-Robos con violencia en establecimientos,2010,34.0,353619.0
Salamanca,    5.4.-Sustracción de vehículos,2022,53.0,325898.0
Salamanca,    5.4.-Sustracción de vehículos,2021,60.0,327338.0
Salamanca,    5.4.-Sustracción de vehículos,2020,49.0,329245.0
Salamanca,    5.4.-Sustracción de vehículos,2019,46.0,330119.0
Salamanca,    5.4.-Sustracción de vehículos,2018,61.0,331473.0
Salamanca,    5.4.-Sustracción de vehículos,2017,105.0,333603.0
Salamanca,    5.4.-Sustracción de vehículos,2016,114.0,335985.0
Salamanca,    5.4.-Sustracción de vehículos,2015,113.0,339395.0
Salamanca,    5.4.-Sustracción de vehículos,2014,109.0,342459.0
Salamanca,    5.4.-Sustracción de vehículos,2013,81.0,345548.0
Salamanca,    5.4.-Sustracción de vehículos,2012,110.0,350564.0
Salamanca,    5.4.-Sustracción de vehículos,2011,129.0,352986.0
Salamanca,    5.4.-Sustracción de vehículos,2010,174.0,353619.0
Salamanca,    5.5.-Estafas,2022,3581.0,325898.0
Salamanca,    5.5.-Estafas,2021,2341.0,327338.0
Salamanca,    5.5.-Estafas,2020,2097.0,329245.0
Salamanca,    5.5.-Estafas,2019,1648.0,330119.0
Salamanca,    5.5.-Estafas,2018,1607.0,331473.0
Salamanca,    5.5.-Estafas,2017,1267.0,333603.0
Salamanca,    5.5.-Estafas,2016,1111.0,335985.0
Salamanca,    5.5.-Estafas,2015,941.0,339395.0
Salamanca,    5.5.-Estafas,2014,608.0,342459.0
Salamanca,    5.5.-Estafas,2013,412.0,345548.0
Salamanca,    5.5.-Estafas,2012,440.0,350564.0
Salamanca,    5.5.-Estafas,2011,339.0,352986.0
Salamanca,    5.5.-Estafas,2010,374.0,353619.0
Salamanca,    5.5.1.-Estafas informáticas,2022,3002.0,325898.0
Salamanca,    5.5.1.-Estafas informáticas,2021,1947.0,327338.0
Salamanca,    5.5.1.-Estafas informáticas,2020,1797.0,329245.0
Salamanca,    5.5.1.-Estafas informáticas,2019,1347.0,330119.0
Salamanca,    5.5.1.-Estafas informáticas,2018,1263.0,331473.0
Salamanca,    5.5.1.-Estafas informáticas,2017,970.0,333603.0
Salamanca,    5.5.1.-Estafas informáticas,2016,762.0,335985.0
Salamanca,    5.5.1.-Estafas informáticas,2015,612.0,339395.0
Salamanca,    5.5.1.-Estafas informáticas,2014,278.0,342459.0
Salamanca,    5.5.1.-Estafas informáticas,2013,133.0,345548.0
Salamanca,    5.5.1.-Estafas informáticas,2012,131.0,350564.0
Salamanca,    5.5.1.-Estafas informáticas,2011,90.0,352986.0
Salamanca,    5.5.1.-Estafas informáticas,2010,105.0,353619.0
Salamanca,    5.6.-Daños,2022,1181.0,325898.0
Salamanca,    5.6.-Daños,2021,1149.0,327338.0
Salamanca,    5.6.-Daños,2020,1031.0,329245.0
Salamanca,    5.6.-Daños,2019,1187.0,330119.0
Salamanca,    5.6.-Daños,2018,1224.0,331473.0
Salamanca,    5.6.-Daños,2017,1129.0,333603.0
Salamanca,    5.6.-Daños,2016,1200.0,335985.0
Salamanca,    5.6.-Daños,2015,1157.0,339395.0
Salamanca,    5.6.-Daños,2014,972.0,342459.0
Salamanca,    5.6.-Daños,2013,1012.0,345548.0
Salamanca,    5.6.-Daños,2012,1065.0,350564.0
Salamanca,    5.6.-Daños,2011,1186.0,352986.0
Salamanca,    5.6.-Daños,2010,1180.0,353619.0
Salamanca,    5.7.-Contra la propiedad intelectual/industrial,2022,24.0,325898.0
Salamanca,    5.7.-Contra la propiedad intelectual/industrial,2021,38.0,327338.0
Salamanca,    5.7.-Contra la propiedad intelectual/industrial,2020,18.0,329245.0
Salamanca,    5.7.-Contra la propiedad intelectual/industrial,2019,6.0,330119.0
Salamanca,    5.7.-Contra la propiedad intelectual/industrial,2018,12.0,331473.0
Salamanca,    5.7.-Contra la propiedad intelectual/industrial,2017,16.0,333603.0
Salamanca,    5.7.-Contra la propiedad intelectual/industrial,2016,18.0,335985.0
Salamanca,    5.7.-Contra la propiedad intelectual/industrial,2015,19.0,339395.0
Salamanca,    5.7.-Contra la propiedad intelectual/industrial,2014,51.0,342459.0
Salamanca,    5.7.-Contra la propiedad intelectual/industrial,2013,87.0,345548.0
Salamanca,    5.7.-Contra la propiedad intelectual/industrial,2012,4.0,350564.0
Salamanca,    5.7.-Contra la propiedad intelectual/industrial,2011,9.0,352986.0
Salamanca,    5.7.-Contra la propiedad intelectual/industrial,2010,7.0,353619.0
Salamanca,    5.8.-Blanqueo de capitales,2022,2.0,325898.0
Salamanca,    5.8.-Blanqueo de capitales,2021,0.0,327338.0
Salamanca,    5.8.-Blanqueo de capitales,2020,0.0,329245.0
Salamanca,    5.8.-Blanqueo de capitales,2019,0.0,330119.0
Salamanca,    5.8.-Blanqueo de capitales,2018,3.0,331473.0
Salamanca,    5.8.-Blanqueo de capitales,2017,0.0,333603.0
Salamanca,    5.8.-Blanqueo de capitales,2016,0.0,335985.0
Salamanca,    5.8.-Blanqueo de capitales,2015,2.0,339395.0
Salamanca,    5.8.-Blanqueo de capitales,2014,1.0,342459.0
Salamanca,    5.8.-Blanqueo de capitales,2013,2.0,345548.0
Salamanca,    5.8.-Blanqueo de capitales,2012,0.0,350564.0
Salamanca,    5.8.-Blanqueo de capitales,2011,0.0,352986.0
Salamanca,    5.8.-Blanqueo de capitales,2010,0.0,353619.0
Salamanca,    5.9.-Otros contra el patrimonio,2022,424.0,325898.0
Salamanca,    5.9.-Otros contra el patrimonio,2021,273.0,327338.0
Salamanca,    5.9.-Otros contra el patrimonio,2020,198.0,329245.0
Salamanca,    5.9.-Otros contra el patrimonio,2019,156.0,330119.0
Salamanca,    5.9.-Otros contra el patrimonio,2018,192.0,331473.0
Salamanca,    5.9.-Otros contra el patrimonio,2017,148.0,333603.0
Salamanca,    5.9.-Otros contra el patrimonio,2016,120.0,335985.0
Salamanca,    5.9.-Otros contra el patrimonio,2015,139.0,339395.0
Salamanca,    5.9.-Otros contra el patrimonio,2014,127.0,342459.0
Salamanca,    5.9.-Otros contra el patrimonio,2013,111.0,345548.0
Salamanca,    5.9.-Otros contra el patrimonio,2012,90.0,350564.0
Salamanca,    5.9.-Otros contra el patrimonio,2011,65.0,352986.0
Salamanca,    5.9.-Otros contra el patrimonio,2010,62.0,353619.0
Salamanca,    6. SEGURIDAD COLECTIVA,2022,354.0,325898.0
Salamanca,    6. SEGURIDAD COLECTIVA,2021,346.0,327338.0
Salamanca,    6. SEGURIDAD COLECTIVA,2020,298.0,329245.0
Salamanca,    6. SEGURIDAD COLECTIVA,2019,367.0,330119.0
Salamanca,    6. SEGURIDAD COLECTIVA,2018,408.0,331473.0
Salamanca,    6. SEGURIDAD COLECTIVA,2017,375.0,333603.0
Salamanca,    6. SEGURIDAD COLECTIVA,2016,348.0,335985.0
Salamanca,    6. SEGURIDAD COLECTIVA,2015,372.0,339395.0
Salamanca,    6. SEGURIDAD COLECTIVA,2014,429.0,342459.0
Salamanca,    6. SEGURIDAD COLECTIVA,2013,405.0,345548.0
Salamanca,    6. SEGURIDAD COLECTIVA,2012,485.0,350564.0
Salamanca,    6. SEGURIDAD COLECTIVA,2011,539.0,352986.0
Salamanca,    6. SEGURIDAD COLECTIVA,2010,508.0,353619.0
Salamanca,    6.1.-Tráfico de drogas,2022,77.0,325898.0
Salamanca,    6.1.-Tráfico de drogas,2021,61.0,327338.0
Salamanca,    6.1.-Tráfico de drogas,2020,78.0,329245.0
Salamanca,    6.1.-Tráfico de drogas,2019,62.0,330119.0
Salamanca,    6.1.-Tráfico de drogas,2018,60.0,331473.0
Salamanca,    6.1.-Tráfico de drogas,2017,61.0,333603.0
Salamanca,    6.1.-Tráfico de drogas,2016,55.0,335985.0
Salamanca,    6.1.-Tráfico de drogas,2015,59.0,339395.0
Salamanca,    6.1.-Tráfico de drogas,2014,60.0,342459.0
Salamanca,    6.1.-Tráfico de drogas,2013,59.0,345548.0
Salamanca,    6.1.-Tráfico de drogas,2012,60.0,350564.0
Salamanca,    6.1.-Tráfico de drogas,2011,67.0,352986.0
Salamanca,    6.1.-Tráfico de drogas,2010,58.0,353619.0
Salamanca,    6.2.-Contra la seguridad vial,2022,270.0,325898.0
Salamanca,    6.2.-Contra la seguridad vial,2021,279.0,327338.0
Salamanca,    6.2.-Contra la seguridad vial,2020,217.0,329245.0
Salamanca,    6.2.-Contra la seguridad vial,2019,294.0,330119.0
Salamanca,    6.2.-Contra la seguridad vial,2018,339.0,331473.0
Salamanca,    6.2.-Contra la seguridad vial,2017,308.0,333603.0
Salamanca,    6.2.-Contra la seguridad vial,2016,287.0,335985.0
Salamanca,    6.2.-Contra la seguridad vial,2015,293.0,339395.0
Salamanca,    6.2.-Contra la seguridad vial,2014,355.0,342459.0
Salamanca,    6.2.-Contra la seguridad vial,2013,342.0,345548.0
Salamanca,    6.2.-Contra la seguridad vial,2012,417.0,350564.0
Salamanca,    6.2.-Contra la seguridad vial,2011,463.0,352986.0
Salamanca,    6.2.-Contra la seguridad vial,2010,441.0,353619.0
Salamanca,    6.3.-Otros contra la seguridad colectiva,2022,7.0,325898.0
Salamanca,    6.3.-Otros contra la seguridad colectiva,2021,6.0,327338.0
Salamanca,    6.3.-Otros contra la seguridad colectiva,2020,3.0,329245.0
Salamanca,    6.3.-Otros contra la seguridad colectiva,2019,11.0,330119.0
Salamanca,    6.3.-Otros contra la seguridad colectiva,2018,9.0,331473.0
Salamanca,    6.3.-Otros contra la seguridad colectiva,2017,6.0,333603.0
Salamanca,    6.3.-Otros contra la seguridad colectiva,2016,6.0,335985.0
Salamanca,    6.3.-Otros contra la seguridad colectiva,2015,20.0,339395.0
Salamanca,    6.3.-Otros contra la seguridad colectiva,2014,14.0,342459.0
Salamanca,    6.3.-Otros contra la seguridad colectiva,2013,4.0,345548.0
Salamanca,    6.3.-Otros contra la seguridad colectiva,2012,8.0,350564.0
Salamanca,    6.3.-Otros contra la seguridad colectiva,2011,9.0,352986.0
Salamanca,    6.3.-Otros contra la seguridad colectiva,2010,9.0,353619.0
Salamanca,    7. FALSEDADES,2022,328.0,325898.0
Salamanca,    7. FALSEDADES,2021,272.0,327338.0
Salamanca,    7. FALSEDADES,2020,168.0,329245.0
Salamanca,    7. FALSEDADES,2019,188.0,330119.0
Salamanca,    7. FALSEDADES,2018,154.0,331473.0
Salamanca,    7. FALSEDADES,2017,143.0,333603.0
Salamanca,    7. FALSEDADES,2016,101.0,335985.0
Salamanca,    7. FALSEDADES,2015,50.0,339395.0
Salamanca,    7. FALSEDADES,2014,62.0,342459.0
Salamanca,    7. FALSEDADES,2013,56.0,345548.0
Salamanca,    7. FALSEDADES,2012,49.0,350564.0
Salamanca,    7. FALSEDADES,2011,49.0,352986.0
Salamanca,    7. FALSEDADES,2010,54.0,353619.0
Salamanca,    8. ADMÓN. PÚBLICA,2022,1.0,325898.0
Salamanca,    8. ADMÓN. PÚBLICA,2021,0.0,327338.0
Salamanca,    8. ADMÓN. PÚBLICA,2020,2.0,329245.0
Salamanca,    8. ADMÓN. PÚBLICA,2019,0.0,330119.0
Salamanca,    8. ADMÓN. PÚBLICA,2018,0.0,331473.0
Salamanca,    8. ADMÓN. PÚBLICA,2017,1.0,333603.0
Salamanca,    8. ADMÓN. PÚBLICA,2016,0.0,335985.0
Salamanca,    8. ADMÓN. PÚBLICA,2015,1.0,339395.0
Salamanca,    8. ADMÓN. PÚBLICA,2014,0.0,342459.0
Salamanca,    8. ADMÓN. PÚBLICA,2013,1.0,345548.0
Salamanca,    8. ADMÓN. PÚBLICA,2012,2.0,350564.0
Salamanca,    8. ADMÓN. PÚBLICA,2011,1.0,352986.0
Salamanca,    8. ADMÓN. PÚBLICA,2010,2.0,353619.0
Salamanca,    9. ADMÓN. JUSTICIA,2022,159.0,325898.0
Salamanca,    9. ADMÓN. JUSTICIA,2021,137.0,327338.0
Salamanca,    9. ADMÓN. JUSTICIA,2020,125.0,329245.0
Salamanca,    9. ADMÓN. JUSTICIA,2019,121.0,330119.0
Salamanca,    9. ADMÓN. JUSTICIA,2018,116.0,331473.0
Salamanca,    9. ADMÓN. JUSTICIA,2017,113.0,333603.0
Salamanca,    9. ADMÓN. JUSTICIA,2016,119.0,335985.0
Salamanca,    9. ADMÓN. JUSTICIA,2015,108.0,339395.0
Salamanca,    9. ADMÓN. JUSTICIA,2014,118.0,342459.0
Salamanca,    9. ADMÓN. JUSTICIA,2013,93.0,345548.0
Salamanca,    9. ADMÓN. JUSTICIA,2012,71.0,350564.0
Salamanca,    9. ADMÓN. JUSTICIA,2011,108.0,352986.0
Salamanca,    9. ADMÓN. JUSTICIA,2010,93.0,353619.0
Salamanca,    10. ORDEN PÚBLICO,2022,120.0,325898.0
Salamanca,    10. ORDEN PÚBLICO,2021,149.0,327338.0
Salamanca,    10. ORDEN PÚBLICO,2020,193.0,329245.0
Salamanca,    10. ORDEN PÚBLICO,2019,106.0,330119.0
Salamanca,    10. ORDEN PÚBLICO,2018,113.0,331473.0
Salamanca,    10. ORDEN PÚBLICO,2017,79.0,333603.0
Salamanca,    10. ORDEN PÚBLICO,2016,91.0,335985.0
Salamanca,    10. ORDEN PÚBLICO,2015,121.0,339395.0
Salamanca,    10. ORDEN PÚBLICO,2014,160.0,342459.0
Salamanca,    10. ORDEN PÚBLICO,2013,178.0,345548.0
Salamanca,    10. ORDEN PÚBLICO,2012,219.0,350564.0
Salamanca,    10. ORDEN PÚBLICO,2011,212.0,352986.0
Salamanca,    10. ORDEN PÚBLICO,2010,206.0,353619.0
Salamanca,    11. LEGISLACIÓN ESPECIAL,2022,0.0,325898.0
Salamanca,    11. LEGISLACIÓN ESPECIAL,2021,1.0,327338.0
Salamanca,    11. LEGISLACIÓN ESPECIAL,2020,0.0,329245.0
Salamanca,    11. LEGISLACIÓN ESPECIAL,2019,1.0,330119.0
Salamanca,    11. LEGISLACIÓN ESPECIAL,2018,0.0,331473.0
Salamanca,    11. LEGISLACIÓN ESPECIAL,2017,0.0,333603.0
Salamanca,    11. LEGISLACIÓN ESPECIAL,2016,0.0,335985.0
Salamanca,    11. LEGISLACIÓN ESPECIAL,2015,0.0,339395.0
Salamanca,    11. LEGISLACIÓN ESPECIAL,2014,1.0,342459.0
Salamanca,    11. LEGISLACIÓN ESPECIAL,2013,0.0,345548.0
Salamanca,    11. LEGISLACIÓN ESPECIAL,2012,0.0,350564.0
Salamanca,    11. LEGISLACIÓN ESPECIAL,2011,0.0,352986.0
Salamanca,    11. LEGISLACIÓN ESPECIAL,2010,0.0,353619.0
Salamanca,    12. OTRAS INFRACCIONES PENALES,2022,53.0,325898.0
Salamanca,    12. OTRAS INFRACCIONES PENALES,2021,46.0,327338.0
Salamanca,    12. OTRAS INFRACCIONES PENALES,2020,68.0,329245.0
Salamanca,    12. OTRAS INFRACCIONES PENALES,2019,32.0,330119.0
Salamanca,    12. OTRAS INFRACCIONES PENALES,2018,46.0,331473.0
Salamanca,    12. OTRAS INFRACCIONES PENALES,2017,47.0,333603.0
Salamanca,    12. OTRAS INFRACCIONES PENALES,2016,51.0,335985.0
Salamanca,    12. OTRAS INFRACCIONES PENALES,2015,42.0,339395.0
Salamanca,    12. OTRAS INFRACCIONES PENALES,2014,19.0,342459.0
Salamanca,    12. OTRAS INFRACCIONES PENALES,2013,16.0,345548.0
Salamanca,    12. OTRAS INFRACCIONES PENALES,2012,17.0,350564.0
Salamanca,    12. OTRAS INFRACCIONES PENALES,2011,18.0,352986.0
Salamanca,    12. OTRAS INFRACCIONES PENALES,2010,23.0,353619.0
Santa Cruz de Tenerife,    1. CONTRA LAS PERSONAS,2022,5904.0,1048306.0
Santa Cruz de Tenerife,    1. CONTRA LAS PERSONAS,2021,5410.0,1044405.0
Santa Cruz de Tenerife,    1. CONTRA LAS PERSONAS,2020,4906.0,1044887.0
Santa Cruz de Tenerife,    1. CONTRA LAS PERSONAS,2019,5237.0,1032983.0
Santa Cruz de Tenerife,    1. CONTRA LAS PERSONAS,2018,5065.0,1018510.0
Santa Cruz de Tenerife,    1. CONTRA LAS PERSONAS,2017,5010.0,1007641.0
Santa Cruz de Tenerife,    1. CONTRA LAS PERSONAS,2016,4766.0,1004124.0
Santa Cruz de Tenerife,    1. CONTRA LAS PERSONAS,2015,6408.0,1001900.0
Santa Cruz de Tenerife,    1. CONTRA LAS PERSONAS,2014,7849.0,1004788.0
Santa Cruz de Tenerife,    1. CONTRA LAS PERSONAS,2013,7908.0,1014829.0
